fighter,weight_class,elo,record,fights,wins,losses,draws,win_rate,finish_rate,last_fight,rank
Matt Mitrione,Heavyweight,1564.3,9-5-0,14,9,5,0,64.3,88.9,2016-01-17,29
Alexandr Romanov,Heavyweight,1563.3,7-3-0,10,7,3,0,70.0,57.1,2024-11-02,30
Vitor Belfort,Heavyweight,1562.9,4-1-0,5,4,1,0,80.0,100.0,1997-12-21,31
Shawn Jordan,Heavyweight,1560.6,6-4-0,10,6,4,0,60.0,100.0,2015-10-03,32
Shane Carwin,Heavyweight,1559.9,4-2-0,6,4,2,0,66.7,100.0,2011-06-11,33
Jared Rosholt,Heavyweight,1558.2,6-2-0,8,6,2,0,75.0,16.7,2016-02-06,34
Frank Mir,Heavyweight,1554.9,16-11-0,27,16,11,0,59.3,81.2,2016-03-19,35
Ben Rothwell,Heavyweight,1554.5,9-8-0,17,9,8,0,52.9,77.8,2021-11-13,36
Justin Ledet,Heavyweight,1553.1,3-0-0,3,3,0,0,100.0,33.3,2017-09-16,37
Mick Parkin,Heavyweight,1552.6,4-1-0,5,4,1,0,80.0,25.0,2025-03-22,38
Justin Willis,Heavyweight,1551.7,4-1-0,5,4,1,0,80.0,25.0,2019-03-23,39
Ruslan Magomedov,Heavyweight,1549.4,3-0-0,3,3,0,0,100.0,0.0,2015-10-03,40
Jeff Monson,Heavyweight,1544.6,4-2-0,6,4,2,0,66.7,50.0,2006-11-18,41
Travis Browne,Heavyweight,1543.7,9-7-1,17,9,7,1,52.9,88.9,2017-07-08,42
Brock Lesnar,Heavyweight,1539.7,4-3-1,8,4,3,1,50.0,75.0,2016-07-09,43
Jon Madsen,Heavyweight,1537.1,4-1-0,5,4,1,0,80.0,25.0,2011-03-26,44
Roy Nelson,Heavyweight,1533.6,9-10-0,19,9,10,0,47.4,88.9,2017-04-15,45
Chris Daukaus,Heavyweight,1531.9,4-3-0,7,4,3,0,57.1,100.0,2022-12-10,46
Mohammed Usman,Heavyweight,1531.7,4-2-0,6,4,2,0,66.7,25.0,2025-06-21,47
Mark Hunt,Heavyweight,1530.4,8-8-2,18,8,8,2,44.4,87.5,2018-12-01,48
Juan Espino,Heavyweight,1528.5,2-1-0,3,2,1,0,66.7,100.0,2021-04-17,49
Gan McGee,Heavyweight,1527.7,2-1-0,3,2,1,0,66.7,100.0,2003-09-26,50
Maurice Smith,Heavyweight,1527.0,4-3-0,7,4,3,0,57.1,50.0,2000-11-17,51
Karl Williams,Heavyweight,1526.6,3-1-0,4,3,1,0,75.0,0.0,2024-08-10,52
Shamil Gaziev,Heavyweight,1525.7,3-2-0,5,3,2,0,60.0,66.7,2025-11-22,53
Arjan Bhullar,Heavyweight,1525.1,3-1-0,4,3,1,0,75.0,0.0,2019-05-04,54
Mike Russow,Heavyweight,1524.8,4-2-0,6,4,2,0,66.7,50.0,2013-01-26,55
Aleksei Oleinik,Heavyweight,1524.6,9-8-0,17,9,8,0,52.9,88.9,2022-10-01,56
Todd Duffee,Heavyweight,1523.9,3-2-1,6,3,2,1,50.0,100.0,2019-09-14,57
Tallison Teixeira,Heavyweight,1523.9,2-1-0,3,2,1,0,66.7,50.0,2026-01-31,57
Soa Palelei,Heavyweight,1521.9,4-3-0,7,4,3,0,57.1,100.0,2015-08-01,59
Brendan Schaub,Heavyweight,1521.1,6-5-0,11,6,5,0,54.5,66.7,2014-12-06,60
Adam Wieczorek,Heavyweight,1520.7,2-1-0,3,2,1,0,66.7,50.0,2018-11-03,61
Mike Kyle,Heavyweight,1520.5,2-1-0,3,2,1,0,66.7,100.0,2005-02-05,62
Brandon Vera,Heavyweight,1519.0,4-3-0,7,4,3,0,57.1,100.0,2013-08-31,63
Kevin Randleman,Heavyweight,1518.0,3-2-0,5,3,2,0,60.0,0.0,2000-11-17,64
Kennedy Nzechukwu,Heavyweight,1517.1,2-1-1,4,2,1,1,50.0,100.0,2025-12-13,65
Andre Roberts,Heavyweight,1516.6,2-1-0,3,2,1,0,66.7,50.0,1999-07-16,66
Carlos Felipe,Heavyweight,1516.0,3-2-0,5,3,2,0,60.0,0.0,2021-10-16,67
Tanner Boser,Heavyweight,1515.9,4-4-0,8,4,4,0,50.0,75.0,2022-09-17,68
Hamdy Abdelwahab,Heavyweight,1515.9,2-1-1,4,2,1,1,50.0,0.0,2025-10-25,68
Timothy Johnson,Heavyweight,1515.7,4-3-0,7,4,3,0,57.1,25.0,2018-02-03,70
Ian Freeman,Heavyweight,1515.2,3-2-1,6,3,2,1,50.0,66.7,2003-06-06,71
Vladimir Matyushenko,Heavyweight,1515.0,2-1-0,3,2,1,0,66.7,50.0,2003-09-26,72
Marcio Cruz,Heavyweight,1514.3,2-2-0,4,2,2,0,50.0,100.0,2006-12-30,73
Gabriel Gonzaga,Heavyweight,1513.8,12-10-0,22,12,10,0,54.5,91.7,2016-04-10,74
Ron Waterman,Heavyweight,1512.9,2-1-1,4,2,1,1,50.0,50.0,2000-04-14,75
Rodrigo Nascimento,Heavyweight,1510.8,4-3-1,8,4,3,1,50.0,25.0,2024-11-02,76
Stefan Struve,Heavyweight,1510.4,13-11-0,24,13,11,0,54.2,84.6,2020-10-24,77
Paul Buentello,Heavyweight,1510.3,3-3-0,6,3,3,0,50.0,100.0,2010-03-21,78
Jarjis Danho,Heavyweight,1509.7,1-1-1,3,1,1,1,33.3,100.0,2021-04-10,79
Lavar Johnson,Heavyweight,1508.6,2-2-0,4,2,2,0,50.0,100.0,2013-02-23,80
Ilir Latifi,Heavyweight,1508.5,2-2-0,4,2,2,0,50.0,0.0,2023-05-20,81
Jake O'Brien,Heavyweight,1508.3,3-2-0,5,3,2,0,60.0,33.3,2008-07-19,82
Antoni Hardonk,Heavyweight,1508.3,4-4-0,8,4,4,0,50.0,100.0,2009-10-24,82
Jhonata Diniz,Heavyweight,1508.3,3-2-0,5,3,2,0,60.0,33.3,2025-10-11,82
Augusto Sakai,Heavyweight,1505.0,5-4-0,9,5,4,0,55.6,40.0,2023-02-25,85
Mirko Filipovic,Heavyweight,1502.5,5-6-0,11,5,6,0,45.5,100.0,2015-04-11,86
Tai Tuivasa,Heavyweight,1501.6,8-9-0,17,8,9,0,47.1,87.5,2026-01-31,87
Eddie Sanchez,Heavyweight,1501.4,3-3-0,6,3,3,0,50.0,100.0,2008-12-10,88
Jamal Pogues,Heavyweight,1498.4,2-2-0,4,2,2,0,50.0,0.0,2025-02-01,89
Andrei Arlovski,Heavyweight,1498.1,23-18-1,42,23,18,1,54.8,47.8,2024-06-29,90
Wesley Correira,Heavyweight,1497.9,2-2-0,4,2,2,0,50.0,100.0,2004-04-02,91
Justin Tafa,Heavyweight,1497.0,4-5-1,10,4,5,1,40.0,100.0,2025-02-08,92
Ante Delija,Heavyweight,1497.0,1-2-0,3,1,2,0,33.3,100.0,2026-02-21,92
Justin McCully,Heavyweight,1494.9,2-2-0,4,2,2,0,50.0,0.0,2009-08-29,94
Antonio Rodrigo Nogueira,Heavyweight,1494.6,5-6-0,11,5,6,0,45.5,60.0,2015-08-01,95
Blagoy Ivanov,Heavyweight,1493.5,3-5-0,8,3,5,0,37.5,0.0,2023-07-01,96
Rob Broughton,Heavyweight,1493.0,1-2-0,3,1,2,0,33.3,100.0,2011-11-05,97
Christian Wellisch,Heavyweight,1492.8,2-2-0,4,2,2,0,50.0,50.0,2008-05-24,98
Daniel Omielanczuk,Heavyweight,1492.2,4-5-0,9,4,5,0,44.4,50.0,2017-07-08,99
Junior Tafa,Heavyweight,1491.1,2-3-0,5,2,3,0,40.0,100.0,2024-10-12,100
Maurice Greene,Heavyweight,1491.0,4-4-0,8,4,4,0,50.0,75.0,2021-05-08,101
Walt Harris,Heavyweight,1489.7,6-9-1,16,6,9,1,37.5,100.0,2021-06-05,102
Tsuyoshi Kohsaka,Heavyweight,1488.1,3-3-0,6,3,3,0,50.0,33.3,2002-05-10,103
Robelis Despaigne,Heavyweight,1488.1,1-2-0,3,1,2,0,33.3,100.0,2024-10-19,103
Joey Beltran,Heavyweight,1486.9,3-4-0,7,3,4,0,42.9,66.7,2012-01-28,105
Heath Herring,Heavyweight,1486.8,2-3-0,5,2,3,0,40.0,0.0,2008-08-09,106
Mark Godbeer,Heavyweight,1485.2,2-2-0,4,2,2,0,50.0,0.0,2018-03-17,107
Luis Henrique,Heavyweight,1484.3,2-3-0,5,2,3,0,40.0,100.0,2017-09-09,108
Greg Hardy,Heavyweight,1483.6,4-5-1,10,4,5,1,40.0,75.0,2022-03-05,109
Kimo Leopoldo,Heavyweight,1481.7,1-2-0,3,1,2,0,33.3,100.0,2004-06-19,110
Cyril Asker,Heavyweight,1476.6,2-3-0,5,2,3,0,40.0,100.0,2018-02-10,111
Sean McCorkle,Heavyweight,1475.5,1-2-0,3,1,2,0,33.3,100.0,2011-03-26,112
Parker Porter,Heavyweight,1473.3,4-4-0,8,4,4,0,50.0,25.0,2023-08-26,113
Thomas Petersen,Heavyweight,1473.1,2-3-0,5,2,3,0,40.0,0.0,2025-10-11,114
Allen Crowder,Heavyweight,1472.2,1-2-0,3,1,2,0,33.3,0.0,2019-06-22,115
Philip De Fries,Heavyweight,1470.9,2-3-0,5,2,3,0,40.0,50.0,2013-04-06,116
Raphael Pessoa,Heavyweight,1470.6,1-2-0,3,1,2,0,33.3,0.0,2020-07-25,117
Chris Barnett,Heavyweight,1470.6,2-4-0,6,2,4,0,33.3,100.0,2025-10-25,117
Shamil Abdurakhimov,Heavyweight,1469.6,5-6-0,11,5,6,0,45.5,40.0,2023-01-21,119
Mark Coleman,Heavyweight,1468.3,1-3-0,4,1,3,0,25.0,100.0,1999-01-08,120
Yorgan De Castro,Heavyweight,1466.1,1-3-0,4,1,3,0,25.0,100.0,2021-04-10,121
Pete Williams,Heavyweight,1464.4,3-5-0,8,3,5,0,37.5,100.0,2002-03-22,122
Daniel Spitz,Heavyweight,1464.1,1-3-0,4,1,3,0,25.0,100.0,2019-10-18,123
Marcelo Golm,Heavyweight,1464.0,1-3-0,4,1,3,0,25.0,100.0,2019-04-20,124
Bobby Hoffman,Heavyweight,1463.6,0-2-1,3,0,2,1,0.0,0.0,2001-11-02,125
Tim Lajcik,Heavyweight,1462.4,0-2-1,3,0,2,1,0.0,0.0,2000-09-22,126
Justin Eilers,Heavyweight,1460.2,1-3-0,4,1,3,0,25.0,100.0,2006-02-04,127
Christian Morecraft,Heavyweight,1459.5,1-3-0,4,1,3,0,25.0,100.0,2012-01-20,128
Pat Barry,Heavyweight,1457.6,5-7-0,12,5,7,0,41.7,80.0,2013-12-06,129
Juan Adams,Heavyweight,1457.3,1-3-0,4,1,3,0,25.0,100.0,2020-02-08,130
Don'Tale Mayes,Heavyweight,1456.2,4-7-1,12,4,7,1,33.3,50.0,2025-05-03,131
Chris de la Rocha,Heavyweight,1454.5,1-3-0,4,1,3,0,25.0,100.0,2018-12-15,132
Antonio Silva,Heavyweight,1453.8,3-7-1,11,3,7,1,27.3,100.0,2016-09-24,133
Christian Colombo,Heavyweight,1453.2,0-2-1,3,0,2,1,0.0,0.0,2017-10-28,134
Assuerio Silva,Heavyweight,1453.0,0-3-0,3,0,3,0,0.0,0.0,2007-04-21,135
Tim Hague,Heavyweight,1451.0,1-4-0,5,1,4,0,20.0,100.0,2011-01-22,136
Jeff Hughes,Heavyweight,1450.1,0-3-1,4,0,3,1,0.0,0.0,2020-09-26,137
Chris Tuchscherer,Heavyweight,1448.9,1-3-0,4,1,3,0,25.0,0.0,2011-02-26,138
Junior Albini,Heavyweight,1447.4,1-4-0,5,1,4,0,20.0,100.0,2019-06-29,139
Brad Imes,Heavyweight,1446.2,0-3-0,3,0,3,0,0.0,0.0,2007-04-07,140
Gilbert Yvel,Heavyweight,1446.2,0-3-0,3,0,3,0,0.0,0.0,2010-10-23,140
Wes Sims,Heavyweight,1444.9,0-3-0,3,0,3,0,0.0,0.0,2004-04-02,142
Roque Martinez,Heavyweight,1444.1,0-3-0,3,0,3,0,0.0,0.0,2021-06-19,143
Mostapha Al-Turk,Heavyweight,1443.3,0-3-0,3,0,3,0,0.0,0.0,2010-04-10,144
Tra Telligman,Heavyweight,1442.0,1-4-0,5,1,4,0,20.0,100.0,2005-08-20,145
Dave Herman,Heavyweight,1441.8,1-4-0,5,1,4,0,20.0,100.0,2013-07-06,146
Anthony Perosh,Heavyweight,1440.5,0-3-0,3,0,3,0,0.0,0.0,2010-02-20,147
Alan Baudot,Heavyweight,1440.5,0-3-1,4,0,3,1,0.0,0.0,2022-06-25,147
Damian Grabowski,Heavyweight,1440.3,0-3-0,3,0,3,0,0.0,0.0,2017-07-22,149
Josh Parisian,Heavyweight,1438.8,2-5-0,7,2,5,0,28.6,50.0,2024-03-09,150
Gian Villante,Heavyweight,1437.8,0-3-0,3,0,3,0,0.0,0.0,2021-11-06,151
Jake Collier,Heavyweight,1437.3,2-6-0,8,2,6,0,25.0,50.0,2023-09-23,152
Viktor Pesta,Heavyweight,1435.8,1-4-0,5,1,4,0,20.0,0.0,2017-01-15,153
Ruan Potts,Heavyweight,1434.4,0-3-0,3,0,3,0,0.0,0.0,2015-02-28,154
Austen Lane,Heavyweight,1430.8,1-4-1,6,1,4,1,16.7,0.0,2025-07-12,155
Dmitrii Smoliakov,Heavyweight,1428.6,0-3-0,3,0,3,0,0.0,0.0,2019-04-27,156
Rashad Coulter,Heavyweight,1427.1,0-3-0,3,0,3,0,0.0,0.0,2018-06-09,157
Anthony Hamilton,Heavyweight,1424.5,3-7-0,10,3,7,0,30.0,66.7,2017-11-18,158
David Abbott,Heavyweight,1414.7,2-6-0,8,2,6,0,25.0,50.0,2003-11-21,159
Lukasz Brzeski,Heavyweight,1408.9,1-6-0,7,1,6,0,14.3,0.0,2025-07-19,160
Chase Sherman,Heavyweight,1408.4,4-11-0,15,4,11,0,26.7,75.0,2023-05-13,161
Jared Vanderaa,Heavyweight,1403.0,1-6-0,7,1,6,0,14.3,0.0,2022-10-29,162
Jon Jones,Light Heavyweight,1789.2,20-1-1,22,20,1,1,90.9,50.0,2020-02-08,1
Carlos Ulberg,Light Heavyweight,1662.5,9-1-0,10,9,1,0,90.0,66.7,2025-09-27,2
Magomed Ankalaev,Light Heavyweight,1661.7,12-2-2,16,12,2,2,75.0,50.0,2025-10-04,3
Glover Teixeira,Light Heavyweight,1661.3,16-7-0,23,16,7,0,69.6,81.2,2023-01-21,4
Daniel Cormier,Light Heavyweight,1651.2,7-1-1,9,7,1,1,77.8,71.4,2018-01-20,5
Ryan Bader,Light Heavyweight,1645.5,15-5-0,20,15,5,0,75.0,40.0,2016-11-19,6
Alex Pereira,Light Heavyweight,1642.4,6-1-0,7,6,1,0,85.7,83.3,2025-10-04,7
Azamat Murzakanov,Light Heavyweight,1626.8,6-0-0,6,6,0,0,100.0,83.3,2025-10-25,8
Lyoto Machida,Light Heavyweight,1614.5,11-4-0,15,11,4,0,73.3,45.5,2013-08-03,9
Dustin Jacoby,Light Heavyweight,1611.2,10-4-1,15,10,4,1,66.7,70.0,2026-02-07,10
Jiri Prochazka,Light Heavyweight,1611.1,6-2-0,8,6,2,0,75.0,100.0,2025-10-04,11
Anthony Johnson,Light Heavyweight,1605.6,6-2-0,8,6,2,0,75.0,83.3,2017-04-08,12
Jan Blachowicz,Light Heavyweight,1601.2,12-8-2,22,12,8,2,54.5,58.3,2025-12-06,13
Phil Davis,Light Heavyweight,1599.4,9-3-1,13,9,3,1,69.2,33.3,2015-01-24,14
Thiago Silva,Light Heavyweight,1590.2,7-3-2,12,7,3,2,58.3,85.7,2013-10-09,15
Rashad Evans,Light Heavyweight,1588.8,13-6-1,20,13,6,1,65.0,46.2,2018-06-09,16
Dominick Reyes,Light Heavyweight,1586.2,9-5-0,14,9,5,0,64.3,77.8,2025-09-27,17
Volkan Oezdemir,Light Heavyweight,1585.0,9-7-0,16,9,7,0,56.2,66.7,2025-11-22,18
Bogdan Guskov,Light Heavyweight,1579.3,4-1-1,6,4,1,1,66.7,100.0,2025-12-06,19
Rich Franklin,Light Heavyweight,1578.9,5-2-0,7,5,2,0,71.4,100.0,2011-02-05,20
Ryan Spann,Light Heavyweight,1576.3,8-4-0,12,8,4,0,66.7,75.0,2024-10-05,21
Matt Hamill,Light Heavyweight,1571.9,10-5-0,15,10,5,0,66.7,50.0,2013-10-09,22
Corey Anderson,Light Heavyweight,1571.1,10-5-0,15,10,5,0,66.7,30.0,2020-02-15,23
Philipe Lins,Light Heavyweight,1570.2,4-0-0,4,4,0,0,100.0,25.0,2024-03-09,24
Johnny Walker,Light Heavyweight,1569.2,8-6-1,15,8,6,1,53.3,87.5,2025-08-23,25
Michael Bisping,Light Heavyweight,1562.9,4-1-0,5,4,1,0,80.0,75.0,2007-11-17,26
Khalil Rountree Jr.,Light Heavyweight,1562.0,10-7-1,18,10,7,1,55.6,70.0,2025-10-04,27
Anderson Silva,Light Heavyweight,1561.4,3-1-0,4,3,1,0,75.0,100.0,2016-07-09,28
Alonzo Menifield,Light Heavyweight,1560.6,10-6-1,17,10,6,1,58.8,60.0,2025-11-22,29
Chuck Liddell,Light Heavyweight,1558.8,13-6-0,19,13,6,0,68.4,69.2,2010-06-12,30
Alexander Gustafsson,Light Heavyweight,1557.8,10-7-0,17,10,7,0,58.8,70.0,2022-07-23,31
Forrest Griffin,Light Heavyweight,1556.5,10-5-0,15,10,5,0,66.7,30.0,2012-07-07,32
Nikita Krylov,Light Heavyweight,1556.2,10-8-0,18,10,8,0,55.6,80.0,2026-01-24,33
Roman Dolidze,Light Heavyweight,1555.3,3-0-0,3,3,0,0,100.0,33.3,2024-06-29,34
Quinton Jackson,Light Heavyweight,1552.6,7-5-0,12,7,5,0,58.3,42.9,2013-01-26,35
Wilson Gouveia,Light Heavyweight,1547.4,4-2-0,6,4,2,0,66.7,100.0,2008-05-24,36
Jordan Johnson,Light Heavyweight,1546.7,3-0-0,3,3,0,0,100.0,0.0,2018-03-03,37
Oumar Sy,Light Heavyweight,1546.4,3-1-0,4,3,1,0,75.0,66.7,2025-09-06,38
Zhang Mingyang,Light Heavyweight,1545.1,3-1-0,4,3,1,0,75.0,100.0,2025-08-23,39
Navajo Stirling,Light Heavyweight,1545.1,3-0-0,3,3,0,0,100.0,0.0,2025-09-27,39
Ovince Saint Preux,Light Heavyweight,1544.8,15-11-0,26,15,11,0,57.7,73.3,2024-10-05,41
Randy Couture,Light Heavyweight,1544.6,6-4-0,10,6,4,0,60.0,66.7,2011-04-30,42
Jimmy Crute,Light Heavyweight,1544.3,6-4-2,12,6,4,2,50.0,100.0,2025-09-27,43
Ilir Latifi,Light Heavyweight,1544.0,7-5-0,12,7,5,0,58.3,71.4,2019-08-10,44
Jamahal Hill,Light Heavyweight,1542.9,6-4-1,11,6,4,1,54.5,66.7,2025-06-21,45
Krzysztof Soszynski,Light Heavyweight,1541.2,6-3-0,9,6,3,0,66.7,66.7,2011-12-10,46
Billy Elekana,Light Heavyweight,1541.0,3-1-0,4,3,1,0,75.0,66.7,2026-01-31,47
Modestas Bukauskas,Light Heavyweight,1537.7,7-5-0,12,7,5,0,58.3,57.1,2026-01-24,48
Tyson Pedro,Light Heavyweight,1533.3,6-5-0,11,6,5,0,54.5,100.0,2024-03-02,49
Stephan Bonnar,Light Heavyweight,1533.2,8-7-0,15,8,7,0,53.3,50.0,2012-10-13,50
Renato Sobral,Light Heavyweight,1532.7,5-4-0,9,5,4,0,55.6,80.0,2007-08-25,51
Anthony Smith,Light Heavyweight,1531.8,9-9-0,18,9,9,0,50.0,88.9,2025-04-26,52
Nicolae Negumereanu,Light Heavyweight,1531.1,4-2-0,6,4,2,0,66.7,50.0,2022-11-12,53
Evan Tanner,Light Heavyweight,1530.6,3-1-0,4,3,1,0,75.0,66.7,2003-04-25,54
Paul Craig,Light Heavyweight,1528.9,8-7-2,17,8,7,2,47.1,100.0,2025-09-06,55
Fabio Maldonado,Light Heavyweight,1527.7,5-4-0,9,5,4,0,55.6,40.0,2015-11-07,56
Tomasz Drwal,Light Heavyweight,1527.1,2-1-0,3,2,1,0,66.7,100.0,2009-06-20,57
Michal Oleksiejczuk,Light Heavyweight,1526.6,4-3-1,8,4,3,1,50.0,75.0,2022-03-05,58
Vitor Petrino,Light Heavyweight,1526.6,4-2-0,6,4,2,0,66.7,50.0,2024-12-14,58
Tom Lawlor,Light Heavyweight,1525.4,2-1-0,3,2,1,0,66.7,50.0,2016-03-05,60
Kennedy Nzechukwu,Light Heavyweight,1525.3,6-5-0,11,6,5,0,54.5,83.3,2024-03-16,61
William Knight,Light Heavyweight,1521.6,3-2-0,5,3,2,0,60.0,33.3,2023-02-18,62
Wanderlei Silva,Light Heavyweight,1519.5,2-2-0,4,2,2,0,50.0,100.0,2013-03-02,63
Thiago Santos,Light Heavyweight,1517.7,4-5-0,9,4,5,0,44.4,75.0,2022-08-06,64
Misha Cirkunov,Light Heavyweight,1516.2,6-5-0,11,6,5,0,54.5,100.0,2022-10-15,65
Aleksandar Rakic,Light Heavyweight,1515.1,6-5-0,11,6,5,0,54.5,33.3,2025-10-25,66
Vladimir Matyushenko,Light Heavyweight,1513.0,5-4-0,9,5,4,0,55.6,40.0,2013-01-26,67
Vitor Belfort,Light Heavyweight,1511.1,3-4-0,7,3,4,0,42.9,100.0,2013-11-09,68
Jason Lambert,Light Heavyweight,1510.4,4-3-0,7,4,3,0,57.1,100.0,2008-06-07,69
Anthony Perosh,Light Heavyweight,1509.1,5-4-0,9,5,4,0,55.6,100.0,2015-11-14,70
Rogerio Nogueira,Light Heavyweight,1508.0,6-7-0,13,6,7,0,46.2,66.7,2020-07-25,71
Rodolfo Bellato,Light Heavyweight,1507.8,1-1-2,4,1,1,2,25.0,100.0,2025-09-27,72
Eryk Anders,Light Heavyweight,1502.4,2-2-0,4,2,2,0,50.0,50.0,2021-06-12,73
Stanislav Nedkov,Light Heavyweight,1501.3,1-1-1,3,1,1,1,33.3,100.0,2015-01-24,74
Mauricio Rua,Light Heavyweight,1500.2,11-12-1,24,11,12,1,45.8,72.7,2023-01-21,75
Tito Ortiz,Light Heavyweight,1499.8,9-9-1,19,9,9,1,47.4,55.6,2012-07-07,76
Jimi Manuwa,Light Heavyweight,1499.5,6-6-0,12,6,6,0,50.0,83.3,2019-06-01,77
Da Woon Jung,Light Heavyweight,1499.0,4-4-1,9,4,4,1,44.4,75.0,2024-09-28,78
James Te Huna,Light Heavyweight,1498.6,5-4-0,9,5,4,0,55.6,60.0,2016-03-19,79
Luiz Cane,Light Heavyweight,1498.5,4-4-0,8,4,4,0,50.0,75.0,2011-08-27,80
Marcos Rogerio de Lima,Light Heavyweight,1498.4,3-3-0,6,3,3,0,50.0,100.0,2017-04-22,81
Brandon Vera,Light Heavyweight,1498.0,4-4-1,9,4,4,1,44.4,25.0,2012-08-04,82
Eric Schafer,Light Heavyweight,1495.5,3-4-0,7,3,4,0,42.9,100.0,2010-03-21,83
Ion Cutelaba,Light Heavyweight,1495.1,8-10-1,19,8,10,1,42.1,62.5,2025-05-10,84
Alessio Sakara,Light Heavyweight,1494.6,3-3-1,7,3,3,1,42.9,66.7,2008-01-19,85
Ed Herman,Light Heavyweight,1494.2,4-5-0,9,4,5,0,44.4,75.0,2023-04-15,86
Eliot Marshall,Light Heavyweight,1493.3,3-3-0,6,3,3,0,50.0,33.3,2011-10-29,87
Ryan Jimmo,Light Heavyweight,1492.5,3-4-0,7,3,4,0,42.9,66.7,2015-05-30,88
Gian Villante,Light Heavyweight,1492.0,7-8-0,15,7,8,0,46.7,57.1,2019-02-23,89
Maxim Grishin,Light Heavyweight,1491.9,1-2-0,3,1,2,0,33.3,100.0,2023-06-03,90
Francimar Barroso,Light Heavyweight,1490.3,4-4-1,9,4,4,1,44.4,0.0,2018-01-20,91
Jared Cannonier,Light Heavyweight,1489.9,2-3-0,5,2,3,0,40.0,50.0,2018-05-19,92
Sam Hoger,Light Heavyweight,1489.3,2-3-0,5,2,3,0,40.0,50.0,2007-02-03,93
Tuco Tokkos,Light Heavyweight,1487.8,1-2-0,3,1,2,0,33.3,100.0,2025-07-12,94
Klidson Abreu,Light Heavyweight,1485.7,1-2-1,4,1,2,1,25.0,0.0,2020-05-30,95
Danilo Marques,Light Heavyweight,1485.2,2-2-0,4,2,2,0,50.0,50.0,2022-02-05,96
Dan Henderson,Light Heavyweight,1484.3,3-5-0,8,3,5,0,37.5,33.3,2014-05-24,97
James Irvin,Light Heavyweight,1483.9,4-4-0,8,4,4,0,50.0,75.0,2010-08-01,98
Julius Walker,Light Heavyweight,1483.4,1-2-0,3,1,2,0,33.3,0.0,2026-02-07,99
Chael Sonnen,Light Heavyweight,1481.9,1-3-0,4,1,3,0,25.0,100.0,2013-11-16,100
Cyrille Diabate,Light Heavyweight,1481.7,4-4-0,8,4,4,0,50.0,50.0,2014-03-08,101
Rameau Thierry Sokoudjou,Light Heavyweight,1480.3,1-2-0,3,1,2,0,33.3,100.0,2008-10-18,102
Jonathan Wilson,Light Heavyweight,1480.0,1-2-0,3,1,2,0,33.3,100.0,2016-10-01,103
Tim Boetsch,Light Heavyweight,1478.5,3-4-0,7,3,4,0,42.9,66.7,2016-01-17,104
Jason Brilz,Light Heavyweight,1478.3,3-4-0,7,3,4,0,42.9,33.3,2011-11-19,105
Rob MacDonald,Light Heavyweight,1477.5,1-2-0,3,1,2,0,33.3,100.0,2006-08-26,106
Jared Hamman,Light Heavyweight,1476.7,1-2-0,3,1,2,0,33.3,0.0,2010-09-15,107
Steve Cantwell,Light Heavyweight,1475.5,1-3-0,4,1,3,0,25.0,100.0,2011-03-03,108
Saparbeg Safarov,Light Heavyweight,1475.0,1-2-0,3,1,2,0,33.3,0.0,2019-03-16,109
Ibo Aslan,Light Heavyweight,1474.2,2-3-0,5,2,3,0,40.0,100.0,2025-12-06,110
Houston Alexander,Light Heavyweight,1474.1,2-3-0,5,2,3,0,40.0,100.0,2008-09-17,111
Zac Pauga,Light Heavyweight,1474.0,1-2-0,3,1,2,0,33.3,0.0,2024-02-10,112
Josh Stansbury,Light Heavyweight,1473.6,1-2-0,3,1,2,0,33.3,0.0,2017-06-25,113
David Heath,Light Heavyweight,1473.1,2-3-0,5,2,3,0,40.0,50.0,2008-02-02,114
Mark Coleman,Light Heavyweight,1473.1,1-2-0,3,1,2,0,33.3,0.0,2010-02-06,114
Ricardo Romero,Light Heavyweight,1473.1,1-2-0,3,1,2,0,33.3,100.0,2011-09-24,114
Darko Stosic,Light Heavyweight,1472.5,1-3-0,4,1,3,0,25.0,100.0,2020-01-25,117
John Allan,Light Heavyweight,1472.5,0-2-1,3,0,2,1,0.0,0.0,2021-11-06,117
Kyle Kingsbury,Light Heavyweight,1471.6,4-5-0,9,4,5,0,44.4,25.0,2014-07-26,119
Joey Beltran,Light Heavyweight,1471.4,0-2-1,3,0,2,1,0.0,0.0,2013-10-09,120
Brian Stann,Light Heavyweight,1470.8,2-3-0,5,2,3,0,40.0,0.0,2013-03-02,121
Hans Stringer,Light Heavyweight,1470.0,1-2-0,3,1,2,0,33.3,0.0,2015-07-18,122
Tafon Nchukwi,Light Heavyweight,1465.3,1-2-0,3,1,2,0,33.3,0.0,2022-06-25,123
Brendson Ribeiro,Light Heavyweight,1464.8,2-4-0,6,2,4,0,33.3,50.0,2025-09-06,124
Aleksa Camur,Light Heavyweight,1464.6,1-3-0,4,1,3,0,25.0,0.0,2023-08-05,125
Keith Jardine,Light Heavyweight,1462.6,5-7-0,12,5,7,0,41.7,20.0,2010-06-19,126
Patrick Cummins,Light Heavyweight,1461.8,6-7-0,13,6,7,0,46.2,33.3,2019-05-18,127
Ihor Potieria,Light Heavyweight,1461.4,1-3-0,4,1,3,0,25.0,100.0,2023-12-02,128
Wagner Prado,Light Heavyweight,1461.3,0-2-1,3,0,2,1,0.0,0.0,2013-01-19,129
